article_id,expr_type,value,char_offset
249.txt,deictic,year,1072
249.txt,deictic,last month,1332
249.txt,deictic,week,1909
249.txt,deictic,year,2208
249.txt,deictic,year,2318
249.txt,deictic,year,2434
249.txt,deictic,fall,48
249.txt,deictic,fall,1108
249.txt,deictic,fall,1546
249.txt,deictic,fall,1712
249.txt,deictic,fall,2178
249.txt,deictic,Thursday,997
249.txt,deictic,Thursday,2069
250.txt,deictic,previous year,649
250.txt,deictic,previous year,872
250.txt,deictic,year,1069
250.txt,deictic,year,1425
250.txt,deictic,year,1450
251.txt,deictic,Last year,878
252.txt,deictic,year,733
254.txt,deictic,year,334
254.txt,deictic,previous year,615
255.txt,deictic,year,599
255.txt,deictic,year,655
255.txt,deictic,year,663
255.txt,deictic,year,864
255.txt,deictic,Monday,558
255.txt,deictic,Sunday,470
257.txt,simple,31 December 2003,857
257.txt,deictic,year,774
257.txt,deictic,year,841
258.txt,deictic,year,280
258.txt,deictic,year,505
258.txt,deictic,year,528
258.txt,deictic,year,1200
258.txt,deictic,next year,1454
258.txt,deictic,year,1470
258.txt,deictic,year,1540
258.txt,deictic,next year,1617
258.txt,deictic,next week,2621
258.txt,deictic,fall,1441
258.txt,deictic,fall,1444
259.txt,deictic,year,1083
259.txt,deictic,year,1244
259.txt,deictic,fall,111
259.txt,deictic,fall,515
259.txt,deictic,fall,1110
259.txt,deictic,fall,1123
260.txt,simple,15 July 2006,273
260.txt,deictic,year,74
260.txt,deictic,year,819
260.txt,deictic,Today,1414
260.txt,deictic,Wednesday,1242
261.txt,deictic,Thursday,218
262.txt,deictic,year,129
262.txt,deictic,year,273
263.txt,deictic,previous year,114
264.txt,deictic,Friday,849
265.txt,simple,15 November 2004,2785
265.txt,simple,3 January 2005,2789
265.txt,simple,15 November 2004,2885
265.txt,simple,5 January 2005,2890
265.txt,deictic,year,1311
266.txt,deictic,week,879
266.txt,deictic,last year,949
266.txt,deictic,year,1060
266.txt,deictic,last September,1212
266.txt,deictic,fall,1313
266.txt,deictic,Thursday,495
266.txt,deictic,Thursday,610
267.txt,deictic,last week,661
267.txt,deictic,last year,1876
267.txt,deictic,Monday,597
267.txt,deictic,Friday,270
267.txt,deictic,Sunday,48
267.txt,deictic,Sunday,2288
268.txt,deictic,week,1357
268.txt,deictic,year,1697
268.txt,deictic,year,1976
268.txt,deictic,Wednesday,778
269.txt,deictic,last year,1003
270.txt,deictic,week,191
270.txt,deictic,last week,1206
270.txt,deictic,last year,2465
270.txt,deictic,Monday,88
270.txt,deictic,Sunday,316
271.txt,deictic,last year,831
271.txt,deictic,week,1971
271.txt,deictic,Last year,2219
271.txt,deictic,Winter,786
271.txt,deictic,fall,1434
271.txt,deictic,Thursday,89
273.txt,deictic,year,312
273.txt,deictic,year,621
273.txt,deictic,year,1297
273.txt,deictic,Last year,1762
274.txt,deictic,year,91
274.txt,deictic,year,190
274.txt,deictic,year,945
274.txt,deictic,year,1015
274.txt,deictic,year,1857
274.txt,deictic,today,3894
274.txt,deictic,fall,2350
274.txt,deictic,Fall,4961
275.txt,deictic,after Monday,450
275.txt,deictic,Tuesday,441
276.txt,deictic,year,835
276.txt,deictic,week,1251
276.txt,deictic,last year,1814
276.txt,deictic,last year,2489
277.txt,deictic,week,1514
277.txt,deictic,next year,1716
279.txt,deictic,year,199
279.txt,deictic,year,462
279.txt,deictic,year,546
279.txt,deictic,year,710
279.txt,deictic,year,1261
280.txt,deictic,year,1809
280.txt,deictic,Wednesday,1103
280.txt,deictic,Thursday,330
280.txt,deictic,Friday,1475
281.txt,deictic,year,7
281.txt,deictic,year,476
281.txt,deictic,year,1157
281.txt,deictic,fall,1380
282.txt,deictic,Last year,504
283.txt,deictic,year,359
283.txt,deictic,last year,659
283.txt,deictic,last year,1568
283.txt,deictic,year,1902
284.txt,deictic,year,131
284.txt,deictic,fall,1330
284.txt,deictic,Thursday,1116
285.txt,deictic,last year,611
285.txt,deictic,Friday,244
286.txt,deictic,last year,178
286.txt,deictic,last year,779
286.txt,deictic,Tuesday,84
287.txt,simple,2001-2002,811
287.txt,deictic,year,136
287.txt,deictic,last year,462
287.txt,deictic,last year,573
287.txt,deictic,Tuesday,505
288.txt,deictic,Last week,1006
288.txt,deictic,last year,1461
289.txt,deictic,week,395
289.txt,deictic,fall,4
289.txt,deictic,fall,49
290.txt,deictic,week,807
290.txt,deictic,year,1119
290.txt,deictic,fall,573
290.txt,deictic,Tuesday,544
290.txt,deictic,Tuesday,675
290.txt,deictic,Wednesday,352
290.txt,deictic,Wednesday,740
291.txt,deictic,year,584
291.txt,deictic,fall,401
291.txt,deictic,summer,984
292.txt,deictic,year,557
292.txt,deictic,year,882
292.txt,deictic,Monday,764
293.txt,deictic,Monday,656
293.txt,deictic,Monday,1421
294.txt,deictic,year,624
294.txt,deictic,Last week,643
294.txt,deictic,last year,1646
294.txt,deictic,week,1811
294.txt,deictic,year,1821
294.txt,deictic,summer,1678
294.txt,deictic,autumn,1781
295.txt,deictic,previous month,124
295.txt,deictic,year,486
295.txt,deictic,fall,356
296.txt,deictic,year,24
296.txt,deictic,year,60
296.txt,deictic,week,687
296.txt,deictic,Thursday,196
297.txt,deictic,year,472
297.txt,deictic,next month,1589
297.txt,deictic,year,1838
297.txt,deictic,year,1970
297.txt,deictic,Friday,601
299.txt,deictic,year,213
299.txt,deictic,last year,765
299.txt,deictic,previous quarter,776
299.txt,deictic,year,874
299.txt,deictic,fall,1068
300.txt,deictic,year,502
300.txt,deictic,year,667
301.txt,deictic,year,950
301.txt,deictic,year,1224
301.txt,deictic,summer,308
301.txt,deictic,summer,651
301.txt,deictic,Thursday,1906
302.txt,deictic,year,1084
302.txt,deictic,year,1239
302.txt,deictic,year,1897
302.txt,deictic,year,2260
302.txt,deictic,year,2427
302.txt,deictic,week,2772
303.txt,deictic,last week,234
303.txt,deictic,last year,1547
303.txt,deictic,year,2586
303.txt,deictic,Monday,1183
303.txt,deictic,Monday,1368
304.txt,deictic,last year,135
304.txt,deictic,year,1435
305.txt,deictic,fall,93
306.txt,deictic,week,302
306.txt,deictic,week,1492
306.txt,deictic,today,1863
306.txt,deictic,year,3183
306.txt,deictic,year,3233
306.txt,deictic,year,3278
306.txt,deictic,week,3691
306.txt,deictic,year,4504
306.txt,deictic,Friday,79
307.txt,deictic,week,204
307.txt,deictic,last week,1066
307.txt,deictic,last year,2326
307.txt,deictic,Monday,81
307.txt,deictic,Sunday,312
308.txt,deictic,year,229
308.txt,deictic,year,1121
309.txt,simple,2006-2007,1516
309.txt,deictic,last week,421
309.txt,deictic,year,1108
309.txt,deictic,year,1290
309.txt,deictic,year,1516
310.txt,deictic,year,1501
310.txt,deictic,week,1539
310.txt,deictic,Spring,1029
310.txt,deictic,Tuesday,931
311.txt,deictic,year,319
311.txt,deictic,next week,662
311.txt,deictic,last month,1163
311.txt,deictic,year,1371
311.txt,deictic,year,1492
311.txt,deictic,Wednesday,1098
312.txt,deictic,next year,2425
313.txt,deictic,year,114
313.txt,deictic,Last year,267
313.txt,deictic,week,455
313.txt,deictic,year,1096
314.txt,deictic,last month,251
314.txt,deictic,year,317
314.txt,deictic,last year,344
314.txt,deictic,last year,1155
314.txt,deictic,last year,1258
314.txt,deictic,previous year,1482
314.txt,deictic,fall,1846
314.txt,deictic,fall,2053
315.txt,deictic,year,2227
315.txt,deictic,fall,1515
315.txt,deictic,Wednesday,435
315.txt,deictic,Wednesday,2071
316.txt,deictic,year,944
317.txt,deictic,year,364
317.txt,deictic,previous year,1423
317.txt,deictic,year,1553
317.txt,deictic,fall,1886
318.txt,deictic,last month,251
318.txt,deictic,year,317
318.txt,deictic,last year,344
318.txt,deictic,last year,1155
318.txt,deictic,last year,1258
318.txt,deictic,previous year,1482
318.txt,deictic,fall,1846
318.txt,deictic,fall,2053
319.txt,deictic,year,1046
319.txt,deictic,fall,1204
319.txt,deictic,fall,1331
319.txt,deictic,fall,1888
319.txt,deictic,Monday,2153
319.txt,deictic,Thursday,429
319.txt,deictic,Friday,516
320.txt,deictic,next year,354
320.txt,deictic,year,591
320.txt,deictic,year,750
320.txt,deictic,next year,910
320.txt,deictic,year,1783
320.txt,deictic,fall,340
321.txt,deictic,year,122
321.txt,deictic,year,307
321.txt,deictic,year,805
321.txt,deictic,last year,1493
321.txt,deictic,fall,1573
322.txt,deictic,year,7
322.txt,deictic,year,109
322.txt,deictic,previous year,970
323.txt,deictic,year,735
323.txt,deictic,last year,2001
324.txt,deictic,Monday,1034
324.txt,deictic,Monday,1647
325.txt,deictic,year,100
325.txt,deictic,year,379
325.txt,deictic,year,475
325.txt,deictic,year,636
325.txt,deictic,Yesterday,680
325.txt,deictic,year,2064
325.txt,deictic,year,2170
325.txt,deictic,Thursday,116
327.txt,deictic,fall,1315
328.txt,deictic,year,301
328.txt,deictic,year,1289
329.txt,deictic,year,575
329.txt,deictic,year,882
329.txt,deictic,year,1863
329.txt,deictic,fall,107
329.txt,deictic,fall,304
329.txt,deictic,fall,1463
330.txt,deictic,last week,350
330.txt,deictic,week,764
330.txt,deictic,Sunday,167
330.txt,deictic,Sunday,786
331.txt,deictic,Year,27
331.txt,deictic,week,467
331.txt,deictic,week,668
331.txt,deictic,Year,684
331.txt,deictic,Thursday,316
331.txt,deictic,Thursday,855
331.txt,deictic,Thursday,1343
332.txt,deictic,Last week,146
332.txt,deictic,year,721
332.txt,deictic,year,815
332.txt,deictic,Today,872
332.txt,deictic,year,1154
332.txt,deictic,year,1660
332.txt,deictic,Tuesday,908
333.txt,deictic,year,271
333.txt,deictic,week,306
333.txt,deictic,Year,379
333.txt,deictic,fall,579
334.txt,deictic,last year,1628
334.txt,deictic,last November,725
334.txt,deictic,Monday,76
334.txt,deictic,Monday,1957
335.txt,deictic,previous day,327
335.txt,deictic,last year,469
335.txt,deictic,year,1029
335.txt,deictic,year,1229
335.txt,deictic,last year,1978
335.txt,deictic,fall,835
335.txt,deictic,fall,1337
335.txt,deictic,Thursday,2152
335.txt,deictic,Friday,266
335.txt,deictic,Friday,1257
336.txt,deictic,year,656
336.txt,deictic,year,850
337.txt,deictic,previous year,653
337.txt,deictic,previous year,876
337.txt,deictic,year,1073
337.txt,deictic,year,1429
337.txt,deictic,year,1454
338.txt,deictic,next year,73
338.txt,deictic,next year,570
339.txt,deictic,year,271
339.txt,deictic,year,275
339.txt,deictic,year,657
339.txt,deictic,year,661
339.txt,deictic,last quarter,774
339.txt,deictic,fall,629
340.txt,deictic,Thursday,76
340.txt,deictic,Thursday,1273
341.txt,deictic,year,1618
341.txt,deictic,Last year,2151
341.txt,deictic,Monday,854
342.txt,deictic,year,144
342.txt,deictic,year,463
342.txt,deictic,year,703
342.txt,deictic,fall,196
342.txt,deictic,fall,642
343.txt,deictic,last year,441
343.txt,deictic,year,933
343.txt,deictic,Tuesday,2478
343.txt,deictic,Thursday,2110
343.txt,deictic,Thursday,2619
343.txt,deictic,Friday,78
344.txt,deictic,year,857
345.txt,deictic,year,1716
346.txt,deictic,year,782
347.txt,deictic,last year,831
347.txt,deictic,today,1059
348.txt,deictic,next year,585
352.txt,deictic,week,287
352.txt,deictic,week,323
352.txt,deictic,week,393
352.txt,deictic,autumn,409
353.txt,deictic,year,584
353.txt,deictic,fall,401
353.txt,deictic,summer,984
354.txt,deictic,week,641
354.txt,deictic,year,1687
355.txt,deictic,week,436
355.txt,deictic,yesterday,1067
355.txt,deictic,fall,983
355.txt,deictic,Thursday,736
355.txt,deictic,Thursday,853
355.txt,deictic,Friday,97
355.txt,deictic,Friday,668
356.txt,deictic,year,65
356.txt,deictic,year,212
356.txt,deictic,fall,706
357.txt,deictic,last month,1223
357.txt,deictic,Monday,197
358.txt,deictic,last year,2631
358.txt,deictic,Wednesday,1384
358.txt,deictic,Thursday,156
358.txt,deictic,Thursday,329
358.txt,deictic,Sunday,1278
358.txt,deictic,Sunday,2155
360.txt,deictic,Friday,3119
360.txt,deictic,Sunday,872
361.txt,deictic,last year,561
361.txt,deictic,year,1436
361.txt,deictic,next year,1506
361.txt,deictic,year,1736
361.txt,deictic,Tuesday,367
361.txt,deictic,Tuesday,734
361.txt,deictic,Tuesday,1929
362.txt,deictic,year,220
362.txt,deictic,year,254
362.txt,deictic,year,576
362.txt,deictic,year,869
362.txt,deictic,year,964
362.txt,deictic,fall,238
362.txt,deictic,Monday,451
363.txt,deictic,year,1345
363.txt,deictic,year,1624
363.txt,deictic,Monday,1722
363.txt,deictic,Thursday,580
364.txt,deictic,year,1564
364.txt,deictic,year,2410
364.txt,deictic,fall,841
364.txt,deictic,fall,1471
364.txt,deictic,fall,1826
365.txt,deictic,last year,765
366.txt,deictic,last year,160
366.txt,deictic,Thursday,838
367.txt,simple,2001-2003,157
367.txt,deictic,last year,260
368.txt,deictic,last year,103
368.txt,deictic,last year,156
368.txt,deictic,Last year,546
368.txt,deictic,last week,954
368.txt,deictic,fall,843
369.txt,deictic,Thursday,91
370.txt,deictic,last year,304
371.txt,deictic,year,964
371.txt,deictic,year,1232
372.txt,deictic,last year,474
372.txt,deictic,year,790
372.txt,deictic,last March,1724
373.txt,deictic,year,610
373.txt,deictic,last January,1167
373.txt,deictic,fall,360
373.txt,deictic,fall,847
374.txt,deictic,year,957
374.txt,deictic,year,1266
374.txt,deictic,year,1904
375.txt,deictic,last year,543
375.txt,deictic,fall,564
376.txt,deictic,next month,967
376.txt,deictic,year,1151
377.txt,deictic,last April,1867
377.txt,deictic,Monday,258
377.txt,deictic,Wednesday,770
377.txt,deictic,Thursday,368
378.txt,deictic,week,762
378.txt,deictic,year,825
378.txt,deictic,fall,10
378.txt,deictic,Monday,547
378.txt,deictic,Tuesday,96
379.txt,deictic,last year,1216
380.txt,deictic,year,94
380.txt,deictic,fall,687
381.txt,deictic,year,250
381.txt,deictic,fall,759
382.txt,deictic,last quarter,403
382.txt,deictic,year,838
382.txt,deictic,year,1064
382.txt,deictic,year,1703
382.txt,deictic,fall,17
382.txt,deictic,fall,690
382.txt,deictic,fall,1319
382.txt,deictic,fall,1565
383.txt,deictic,Today,1461
384.txt,deictic,year,969
384.txt,deictic,year,2431
384.txt,deictic,Today,3204
384.txt,deictic,year,3272
384.txt,deictic,year,3290
384.txt,deictic,year,3305
384.txt,deictic,year,3933
384.txt,deictic,Friday,3776
385.txt,deictic,year,1324
386.txt,deictic,year,321
386.txt,deictic,last year,1035
388.txt,deictic,last year,428
388.txt,deictic,summer,835
389.txt,deictic,week,1038
389.txt,deictic,last year,1171
389.txt,deictic,Tuesday,83
390.txt,deictic,week,837
390.txt,deictic,Tuesday,1770
391.txt,deictic,last year,338
391.txt,deictic,week,1041
391.txt,deictic,last year,1263
391.txt,deictic,week,1288
391.txt,deictic,week,1900
391.txt,deictic,spring,285
391.txt,deictic,Tuesday,1333
391.txt,deictic,Sunday,1690
393.txt,deictic,year,176
393.txt,deictic,last quarter,184
393.txt,deictic,year,1731
393.txt,deictic,fall,549
393.txt,deictic,fall,1595
393.txt,deictic,Thursday,1862
394.txt,deictic,previous quarter,233
395.txt,deictic,year,276
395.txt,deictic,year,716
395.txt,deictic,year,1123
397.txt,deictic,year,476
397.txt,deictic,year,1011
397.txt,deictic,year,1269
397.txt,deictic,last month,1474
397.txt,deictic,year,1505
397.txt,deictic,fall,1338
398.txt,deictic,year,503
398.txt,deictic,last year,684
398.txt,deictic,last year,1062
398.txt,deictic,fall,1522
398.txt,deictic,fall,1553
399.txt,deictic,year,1982
399.txt,deictic,next Tuesday,1608
400.txt,deictic,year,262
400.txt,deictic,next year,432
400.txt,deictic,year,921
400.txt,deictic,year,1260
400.txt,deictic,fall,1066
401.txt,deictic,year,1217
401.txt,deictic,last year,1420
401.txt,deictic,Tuesday,203
402.txt,deictic,last year,299
402.txt,deictic,year,537
402.txt,deictic,year,999
402.txt,deictic,last year,1365
403.txt,deictic,year,157
403.txt,deictic,year,1406
403.txt,deictic,year,1509
403.txt,deictic,year,1698
403.txt,deictic,Friday,514
404.txt,deictic,year,1250
405.txt,deictic,last quarter,123
405.txt,deictic,year,690
405.txt,deictic,year,735
405.txt,deictic,Friday,524
405.txt,deictic,Friday,597
406.txt,deictic,year,216
406.txt,deictic,year,358
407.txt,deictic,week,99
407.txt,deictic,week,445
407.txt,deictic,last year,593
407.txt,deictic,fall,1031
407.txt,deictic,Tuesday,1134
407.txt,deictic,Thursday,776
408.txt,deictic,year,1227
408.txt,deictic,last November,1454
408.txt,deictic,Monday,501
408.txt,deictic,Wednesday,923
409.txt,deictic,year,360
409.txt,deictic,year,544
409.txt,deictic,year,892
410.txt,simple,12 February 2005,1322
410.txt,deictic,Day,737
411.txt,deictic,year,71
411.txt,deictic,last year,553
411.txt,deictic,year,872
411.txt,deictic,Last year,3279
412.txt,deictic,Day,267
412.txt,deictic,year,454
412.txt,deictic,Day,850
412.txt,deictic,last month,1174
412.txt,deictic,last year,1279
412.txt,deictic,last week,1285
412.txt,deictic,year,1903
412.txt,deictic,last September,1517
414.txt,deictic,year,128
414.txt,deictic,year,1019
414.txt,deictic,year,1047
414.txt,deictic,year,1092
414.txt,deictic,week,1253
414.txt,deictic,Last month,1808
414.txt,deictic,year,1875
414.txt,deictic,last October,1689
415.txt,deictic,year,105
415.txt,deictic,last year,253
415.txt,deictic,year,426
415.txt,deictic,year,650
415.txt,deictic,year,1225
415.txt,deictic,year,1284
415.txt,deictic,year,1382
415.txt,deictic,year,1698
415.txt,deictic,fall,426
416.txt,deictic,last September,2320
416.txt,deictic,summer,2068
416.txt,deictic,Monday,2458
417.txt,deictic,year,249
417.txt,deictic,Day,884
417.txt,deictic,year,1180
417.txt,deictic,Friday,155
418.txt,deictic,next year,94
419.txt,deictic,year,443
419.txt,deictic,year,1775
419.txt,deictic,last year,2387
420.txt,deictic,year,670
420.txt,deictic,year,2040
420.txt,deictic,week,2764
420.txt,deictic,year,2893
420.txt,deictic,year,2969
420.txt,deictic,year,3086
420.txt,deictic,Sunday,137
421.txt,deictic,Monday,389
421.txt,deictic,Thursday,752
421.txt,deictic,Sunday,1748
422.txt,deictic,year,40
422.txt,deictic,year,103
422.txt,deictic,previous year,232
422.txt,deictic,year,556
422.txt,deictic,year,629
422.txt,deictic,Last year,842
422.txt,deictic,year,893
422.txt,deictic,year,1490
422.txt,deictic,year,1633
422.txt,deictic,year,1853
422.txt,deictic,year,2544
423.txt,deictic,year,94
423.txt,deictic,Last week,642
424.txt,deictic,last month,535
424.txt,deictic,Thursday,1172
425.txt,deictic,year,1124
425.txt,deictic,Sunday,1386
426.txt,simple,13 February 2003,1090
426.txt,deictic,year,514
426.txt,deictic,week,977
426.txt,deictic,fall,270
426.txt,deictic,Monday,2711
426.txt,deictic,Tuesday,400
427.txt,deictic,year,182
427.txt,deictic,year,352
428.txt,deictic,year,450
429.txt,deictic,last year,618
429.txt,deictic,Last year,740
429.txt,deictic,Summer,507
429.txt,deictic,Thursday,289
429.txt,deictic,Sunday,869
430.txt,deictic,week,271
430.txt,deictic,week,344
430.txt,deictic,week,938
430.txt,deictic,week,1080
430.txt,deictic,week,1189
430.txt,deictic,Last week,1236
430.txt,deictic,week,1421
431.txt,deictic,year,287
431.txt,deictic,year,798
431.txt,deictic,last year,913
431.txt,deictic,last November,1104
431.txt,deictic,Friday,603
434.txt,deictic,last month,294
434.txt,deictic,summer,946
434.txt,deictic,Tuesday,211
436.txt,simple,4 February 2005,275
436.txt,deictic,year,354
436.txt,deictic,year,671
436.txt,deictic,last week,691
436.txt,deictic,year,1371
436.txt,deictic,year,1988
436.txt,deictic,Saturday,397
437.txt,deictic,last year,413
437.txt,deictic,year,1199
437.txt,deictic,year,1520
437.txt,deictic,Thursday,165
437.txt,deictic,Thursday,651
438.txt,deictic,week,1056
438.txt,deictic,last year,1090
438.txt,deictic,fall,231
438.txt,deictic,summer,1176
438.txt,deictic,summer,1355
439.txt,deictic,year,2109
440.txt,deictic,year,495
440.txt,deictic,week,1425
440.txt,deictic,year,1836
440.txt,deictic,Tuesday,178
440.txt,deictic,Sunday,479
440.txt,deictic,Sunday,1498
440.txt,deictic,Sunday,1786
441.txt,deictic,week,1405
442.txt,deictic,Day,0
442.txt,deictic,Day,43
442.txt,deictic,year,143
442.txt,deictic,Day,634
442.txt,deictic,Day,1085
442.txt,deictic,year,1138
444.txt,deictic,year,733
444.txt,deictic,Spring,155
444.txt,deictic,Wednesday,541
445.txt,deictic,last year,299
445.txt,deictic,year,954
446.txt,deictic,next year,417
446.txt,deictic,week,522
447.txt,simple,12 March 1993,635
447.txt,deictic,year,765
447.txt,deictic,year,1618
447.txt,deictic,Friday,261
447.txt,deictic,Friday,299
447.txt,deictic,Friday,480
448.txt,deictic,year,334
448.txt,deictic,Sunday,609
449.txt,deictic,next month,133
449.txt,deictic,Year,434
449.txt,deictic,year,485
449.txt,deictic,year,495
449.txt,deictic,year,665
449.txt,deictic,year,752
449.txt,deictic,Day,938
449.txt,deictic,Day,1170
450.txt,simple,3 February 2005,1211
450.txt,deictic,year,448
450.txt,deictic,year,1111
451.txt,deictic,year,27
451.txt,deictic,year,122
451.txt,deictic,fall,359
452.txt,deictic,year,583
452.txt,deictic,last week,996
452.txt,deictic,today,1458
452.txt,deictic,year,1769
452.txt,deictic,today,1908
453.txt,deictic,year,1439
453.txt,deictic,last July,393
453.txt,deictic,Wednesday,1871
454.txt,deictic,week,237
454.txt,deictic,Friday,695
455.txt,simple,1 February 1995,132
455.txt,deictic,year,4
455.txt,deictic,year,114
455.txt,deictic,week,2599
455.txt,deictic,year,2783
456.txt,deictic,year,338
456.txt,deictic,Summer,703
456.txt,deictic,Sunday,224
457.txt,deictic,year,1788
457.txt,deictic,Saturday,581
457.txt,deictic,Saturday,2911
457.txt,deictic,Saturday,3152
458.txt,deictic,year,509
458.txt,deictic,last March,628
458.txt,deictic,last June,207
459.txt,deictic,week,137
460.txt,deictic,year,184
460.txt,deictic,Last year,287
460.txt,deictic,year,559
460.txt,deictic,year,574
460.txt,deictic,year,627
460.txt,deictic,last year,1175
460.txt,deictic,last year,1777
460.txt,deictic,year,1926
461.txt,deictic,year,705
461.txt,deictic,Monday,614
462.txt,deictic,year,256
462.txt,deictic,year,296
462.txt,deictic,week,790
462.txt,deictic,year,1054
462.txt,deictic,year,1158
462.txt,deictic,Tuesday,240
462.txt,deictic,Friday,1618
463.txt,deictic,Day,662
463.txt,deictic,Friday,623
464.txt,deictic,year,288
464.txt,deictic,year,687
465.txt,deictic,year,990
465.txt,deictic,year,1177
465.txt,deictic,Monday,1100
466.txt,deictic,year,215
467.txt,deictic,year,1099
467.txt,deictic,year,1355
467.txt,deictic,next July,824
467.txt,deictic,Tuesday,325
468.txt,deictic,year,55
468.txt,deictic,year,843
468.txt,deictic,next year,1288
468.txt,deictic,Thursday,99
469.txt,deictic,year,640
469.txt,deictic,year,1889
470.txt,deictic,last year,157
470.txt,deictic,last month,373
470.txt,deictic,year,741
470.txt,deictic,year,745
470.txt,deictic,last year,1096
470.txt,deictic,last July,303
471.txt,deictic,year,625
471.txt,deictic,year,3076
471.txt,deictic,year,3188
471.txt,deictic,year,3784
471.txt,deictic,year,3933
471.txt,deictic,fall,1728
472.txt,deictic,year,184
472.txt,deictic,Last year,287
472.txt,deictic,year,559
472.txt,deictic,year,574
472.txt,deictic,year,627
472.txt,deictic,last year,1175
472.txt,deictic,last year,1777
472.txt,deictic,year,1926
473.txt,deictic,next month,111
473.txt,deictic,year,147
473.txt,deictic,Spring,868
474.txt,deictic,Thursday,2021
474.txt,deictic,Saturday,271
475.txt,deictic,year,1008
475.txt,deictic,fall,2259
476.txt,deictic,year,92
476.txt,deictic,year,207
476.txt,deictic,Day,415
476.txt,deictic,week,566
476.txt,deictic,year,965
476.txt,deictic,Friday,1307
476.txt,deictic,Saturday,816
476.txt,deictic,Sunday,855
477.txt,deictic,year,158
477.txt,deictic,year,784
477.txt,deictic,last October,375
477.txt,deictic,Wednesday,125
478.txt,deictic,week,1184
478.txt,deictic,Friday,260
478.txt,deictic,Friday,1064
479.txt,deictic,year,987
480.txt,deictic,year,1158
480.txt,deictic,Friday,138
480.txt,deictic,Friday,285
480.txt,deictic,Friday,405
480.txt,deictic,Saturday,88
481.txt,deictic,year,689
481.txt,deictic,Day,1359
481.txt,deictic,Friday,210
482.txt,deictic,year,816
482.txt,deictic,week,1639
483.txt,deictic,year,1040
483.txt,deictic,Summer,1204
484.txt,deictic,year,1221
484.txt,deictic,Wednesday,454
485.txt,deictic,next month,229
485.txt,deictic,Year,599
485.txt,deictic,Thursday,712
486.txt,deictic,year,1225
486.txt,deictic,year,2222
486.txt,deictic,year,3000
486.txt,deictic,winter,397
486.txt,deictic,Saturday,89
487.txt,deictic,year,876
487.txt,deictic,week,1568
487.txt,deictic,year,2164
487.txt,deictic,fall,2856
488.txt,deictic,week,335
488.txt,deictic,year,2077
488.txt,deictic,year,2572
488.txt,deictic,year,2823
488.txt,deictic,today,3066
489.txt,deictic,year,2050
489.txt,deictic,year,2536
489.txt,deictic,Tomorrow,3156
490.txt,deictic,last month,376
490.txt,deictic,week,593
491.txt,deictic,fall,1694
491.txt,deictic,Wednesday,463
491.txt,deictic,Friday,297
491.txt,deictic,Friday,1428
492.txt,deictic,year,733
492.txt,deictic,Spring,155
492.txt,deictic,Wednesday,541
493.txt,deictic,year,779
493.txt,deictic,year,1115
493.txt,deictic,next week,1168
494.txt,deictic,last May,605
494.txt,deictic,Summer,338
494.txt,deictic,Summer,935
494.txt,deictic,Summer,1243
494.txt,deictic,Tuesday,1050
495.txt,deictic,last year,437
495.txt,deictic,Last year,1123
495.txt,deictic,last year,1237
496.txt,deictic,week,112
496.txt,deictic,week,299
496.txt,deictic,Next week,318
496.txt,deictic,week,1011
496.txt,deictic,week,1235
496.txt,deictic,year,1326
497.txt,deictic,last year,1064
497.txt,deictic,Sunday,913
498.txt,deictic,week,133
498.txt,deictic,week,1023
498.txt,deictic,Friday,901
499.txt,deictic,year,506
499.txt,deictic,year,1151
500.txt,deictic,year,509
500.txt,deictic,next year,571
501.txt,deictic,year,201
501.txt,deictic,year,718
501.txt,deictic,today,2018
501.txt,deictic,year,6810
501.txt,deictic,year,7164
501.txt,deictic,Tomorrow,8058
501.txt,deictic,today,8071
501.txt,deictic,year,8254
501.txt,deictic,today,8851
501.txt,deictic,today,9993
501.txt,deictic,year,10019
501.txt,deictic,today,13416
501.txt,deictic,Fall,11674
501.txt,deictic,Friday,111
503.txt,deictic,year,828
504.txt,deictic,year,837
505.txt,deictic,week,323
505.txt,deictic,week,964
505.txt,deictic,last week,1095
505.txt,deictic,previous week,1327
506.txt,deictic,last year,3188
507.txt,deictic,year,675
507.txt,deictic,year,870
507.txt,deictic,Saturday,197
507.txt,deictic,Saturday,522
508.txt,deictic,Year,1063
509.txt,deictic,year,186
510.txt,deictic,week,151
510.txt,deictic,last year,576
510.txt,deictic,week,1261
510.txt,deictic,last week,1422
511.txt,deictic,year,179
511.txt,deictic,last week,599
511.txt,deictic,Summer,908
512.txt,deictic,year,766
512.txt,deictic,year,957
512.txt,deictic,year,1677
513.txt,deictic,last year,284
513.txt,deictic,week,405
513.txt,deictic,year,524
513.txt,deictic,year,906
514.txt,deictic,week,138
514.txt,deictic,week,172
514.txt,deictic,Day,306
514.txt,deictic,week,701
514.txt,deictic,year,709
514.txt,deictic,Year,863
514.txt,deictic,Year,908
514.txt,deictic,Day,911
514.txt,deictic,Year,957
514.txt,deictic,Year,1083
514.txt,deictic,Day,1086
514.txt,deictic,week,1222
514.txt,deictic,year,1231
514.txt,deictic,week,1238
514.txt,deictic,week,1321
514.txt,deictic,last year,1325
514.txt,deictic,last week,1360
514.txt,deictic,fall,1247
515.txt,deictic,today,650
516.txt,simple,7 March 1985,698
516.txt,deictic,week,748
516.txt,deictic,year,792
516.txt,deictic,year,811
