article_id,expr_type,value,char_offset
1409.txt,deictic,next Monday,1083
1409.txt,deictic,Tuesday,1601
1409.txt,deictic,Saturday,107
1410.txt,deictic,last year,35
1410.txt,deictic,year,419
1410.txt,deictic,year,496
1410.txt,deictic,next year,1979
1410.txt,deictic,year,2034
1410.txt,deictic,year,2160
1410.txt,deictic,year,2757
1410.txt,deictic,year,2913
1410.txt,deictic,year,3144
1410.txt,deictic,year,3714
1411.txt,deictic,year,342
1411.txt,deictic,next month,534
1411.txt,deictic,year,2921
1411.txt,deictic,next month,2947
1411.txt,deictic,year,3415
1411.txt,deictic,Tuesday,3561
1411.txt,deictic,Sunday,2353
1413.txt,deictic,year,991
1413.txt,deictic,next week,1187
1413.txt,deictic,fall,6
1413.txt,deictic,Friday,167
1414.txt,deictic,year,359
1414.txt,deictic,Sunday,377
1415.txt,deictic,summer,663
1417.txt,deictic,last week,145
1417.txt,deictic,summer,1549
1418.txt,deictic,today,1306
1418.txt,deictic,Year,2274
1418.txt,deictic,week,2340
1418.txt,deictic,week,2386
1418.txt,deictic,winter,133
1418.txt,deictic,winter,451
1418.txt,deictic,winter,1234
1418.txt,deictic,winter,1452
1418.txt,deictic,winter,2620
1418.txt,deictic,winter,2772
1418.txt,deictic,Tuesday,372
1419.txt,deictic,year,169
1421.txt,deictic,year,330
1421.txt,deictic,year,1179
1421.txt,deictic,year,1450
1421.txt,deictic,last year,1610
1421.txt,deictic,last week,1942
1421.txt,deictic,week,2015
1421.txt,deictic,last year,2451
1421.txt,deictic,Saturday,300
1421.txt,deictic,last Saturday,877
1421.txt,deictic,Sunday,139
1421.txt,deictic,Sunday,1543
1422.txt,deictic,last year,535
1422.txt,deictic,today,657
1422.txt,deictic,week,1269
1422.txt,deictic,Saturday,115
1423.txt,deictic,week,2343
1423.txt,deictic,yesterday,2749
1423.txt,deictic,today,2779
1423.txt,deictic,year,2968
1423.txt,deictic,Sunday,3268
1425.txt,deictic,year,1109
1425.txt,deictic,week,1561
1425.txt,deictic,year,1932
1425.txt,deictic,Tuesday,2526
1426.txt,deictic,year,142
1426.txt,deictic,last year,173
1426.txt,deictic,year,199
1426.txt,deictic,week,508
1426.txt,deictic,year,715
1426.txt,deictic,winter,257
1427.txt,deictic,year,92
1427.txt,deictic,year,466
1427.txt,deictic,year,3584
1428.txt,deictic,year,134
1428.txt,deictic,year,149
1428.txt,deictic,year,344
1428.txt,deictic,next month,384
1428.txt,deictic,summer,204
1430.txt,deictic,year,97
1430.txt,deictic,last year,672
1430.txt,deictic,Tuesday,170
1431.txt,deictic,next month,385
1431.txt,deictic,year,987
1431.txt,deictic,Saturday,1005
1432.txt,deictic,year,803
1432.txt,deictic,year,1515
1432.txt,deictic,Last October,518
1432.txt,deictic,Tuesday,254
1433.txt,deictic,year,1753
1433.txt,deictic,Friday,120
1434.txt,deictic,next month,1185
1434.txt,deictic,year,1308
1436.txt,deictic,year,422
1436.txt,deictic,year,981
1437.txt,deictic,today,2193
1437.txt,deictic,week,2279
1438.txt,deictic,week,281
1438.txt,deictic,year,1132
1438.txt,deictic,Sunday,1005
1439.txt,deictic,year,561
1439.txt,deictic,year,1292
1439.txt,deictic,Saturday,149
1439.txt,deictic,Saturday,1345
1440.txt,deictic,last week,217
1440.txt,deictic,year,438
1440.txt,deictic,last week,552
1440.txt,deictic,last week,863
1440.txt,deictic,week,1220
1440.txt,deictic,Friday,323
1441.txt,deictic,year,771
1441.txt,deictic,last year,1078
1442.txt,deictic,week,140
1442.txt,deictic,week,249
1442.txt,deictic,week,318
1442.txt,deictic,year,504
1442.txt,deictic,week,848
1442.txt,deictic,next month,987
1442.txt,deictic,summer,680
1442.txt,deictic,Monday,240
1443.txt,deictic,last week,780
1443.txt,deictic,last week,1352
1443.txt,deictic,year,1468
1443.txt,deictic,last June,585
1443.txt,deictic,last Saturday,212
1444.txt,deictic,Sunday,449
1444.txt,deictic,Sunday,2310
1445.txt,deictic,year,142
1445.txt,deictic,today,1469
1445.txt,deictic,year,1684
1445.txt,deictic,year,1738
1445.txt,deictic,week,2440
1445.txt,deictic,autumn,2348
1446.txt,deictic,Day,11
1446.txt,deictic,Day,64
1446.txt,deictic,Day,108
1446.txt,deictic,Day,506
1446.txt,deictic,summer,552
1446.txt,deictic,before Saturday,693
1447.txt,deictic,year,974
1447.txt,deictic,week,1170
1447.txt,deictic,year,1579
1447.txt,deictic,Saturday,46
1448.txt,deictic,summer,168
1448.txt,deictic,Friday,423
1448.txt,deictic,Friday,1364
1449.txt,deictic,year,148
1449.txt,deictic,year,229
1449.txt,deictic,year,342
1449.txt,deictic,year,368
1449.txt,deictic,last year,572
1449.txt,deictic,year,677
1449.txt,deictic,last year,1454
1449.txt,deictic,last year,1587
1450.txt,deictic,year,551
1451.txt,deictic,year,353
1452.txt,deictic,year,621
1452.txt,deictic,summer,97
1452.txt,deictic,this Sunday,1187
1454.txt,deictic,next month,154
1454.txt,deictic,year,1029
1454.txt,deictic,Friday,951
1456.txt,deictic,last week,611
1456.txt,deictic,Saturday,136
1457.txt,deictic,year,71
1457.txt,deictic,year,302
1457.txt,deictic,year,1337
1457.txt,deictic,year,1832
1457.txt,deictic,year,4089
1458.txt,simple,"1 May, 2002",1607
1458.txt,deictic,Saturday,1381
1458.txt,deictic,Sunday,98
1459.txt,deictic,week,1233
1459.txt,deictic,Saturday,238
1459.txt,deictic,Saturday,1400
1461.txt,deictic,week,614
1461.txt,deictic,Tuesday,2424
1462.txt,deictic,year,420
1464.txt,deictic,fall,1413
1465.txt,deictic,last year,1709
1465.txt,deictic,fall,684
1465.txt,deictic,fall,1624
1466.txt,deictic,week,568
1466.txt,deictic,Saturday,121
1467.txt,deictic,year,1929
1468.txt,deictic,last year,280
1468.txt,deictic,year,560
1469.txt,deictic,next month,95
1470.txt,deictic,year,545
1470.txt,deictic,week,1205
1470.txt,deictic,week,1359
1471.txt,deictic,Day,2813
1472.txt,deictic,next year,436
1472.txt,deictic,next year,743
1474.txt,deictic,Last year,2285
1474.txt,deictic,before November,2500
1475.txt,deictic,year,308
1475.txt,deictic,next year,506
1475.txt,deictic,year,1033
1475.txt,deictic,year,1299
1475.txt,deictic,year,1400
1476.txt,deictic,year,331
1476.txt,deictic,today,2454
1477.txt,deictic,year,687
1477.txt,deictic,before November,279
1478.txt,deictic,week,137
1481.txt,deictic,year,100
1482.txt,deictic,year,580
1482.txt,deictic,year,649
1482.txt,deictic,year,2890
1484.txt,deictic,year,1833
1484.txt,deictic,last year,3385
1484.txt,deictic,year,4002
1484.txt,deictic,summer,1084
1485.txt,deictic,year,225
1485.txt,deictic,last year,741
1485.txt,deictic,next year,1104
1485.txt,deictic,last year,2118
1485.txt,deictic,Monday,139
1486.txt,deictic,summer,1197
1487.txt,deictic,year,102
1487.txt,deictic,today,1758
1488.txt,deictic,before February,1905
1489.txt,deictic,year,359
1489.txt,deictic,week,615
1490.txt,deictic,year,660
1490.txt,deictic,week,1499
1491.txt,deictic,last year,663
1492.txt,deictic,week,989
1492.txt,deictic,year,2059
1492.txt,deictic,Last year,2235
1493.txt,deictic,week,2023
1495.txt,deictic,year,2384
1495.txt,deictic,today,3774
1495.txt,deictic,week,5163
1495.txt,deictic,year,7260
1495.txt,deictic,today,8687
1496.txt,deictic,year,94
1496.txt,deictic,year,928
1496.txt,deictic,year,1004
1496.txt,deictic,Day,1642
1496.txt,deictic,Today,1643
1496.txt,deictic,Tuesday,1991
1498.txt,deictic,Today,3985
1498.txt,deictic,Tomorrow,4026
1499.txt,deictic,year,261
1499.txt,deictic,year,715
1499.txt,deictic,year,840
1499.txt,deictic,year,1403
1499.txt,deictic,year,2025
1499.txt,deictic,Year,2101
1499.txt,deictic,year,2105
1500.txt,deictic,week,1117
1501.txt,deictic,year,362
1501.txt,deictic,summer,684
1501.txt,deictic,summer,973
1502.txt,deictic,week,132
1502.txt,deictic,week,403
1502.txt,deictic,last week,569
1502.txt,deictic,next week,670
1502.txt,deictic,last week,762
1502.txt,deictic,week,1047
1502.txt,deictic,week,1269
1502.txt,deictic,year,1628
1502.txt,deictic,last week,2016
1504.txt,deictic,last week,267
1504.txt,deictic,last year,2393
1504.txt,deictic,year,2640
1504.txt,deictic,last year,2666
1504.txt,deictic,today,3408
1504.txt,deictic,today,4263
1504.txt,deictic,summer,3144
1505.txt,deictic,year,1186
1505.txt,deictic,Last year,1425
1506.txt,deictic,year,2810
1506.txt,deictic,Last week,2911
1506.txt,deictic,next year,3196
1506.txt,deictic,Monday,3137
1506.txt,deictic,Wednesday,436
1506.txt,deictic,Wednesday,614
1507.txt,deictic,Thursday,3335
1509.txt,deictic,year,2059
1510.txt,deictic,last week,1511
1510.txt,deictic,next month,3194
1510.txt,deictic,today,3724
1510.txt,deictic,year,4595
1510.txt,deictic,last year,4667
1510.txt,deictic,fall,4514
1512.txt,deictic,week,90
1512.txt,deictic,week,171
1512.txt,deictic,last week,403
1512.txt,deictic,Today,1730
1512.txt,deictic,Today,2491
1512.txt,deictic,week,3056
1512.txt,deictic,Tuesday,2743
1512.txt,deictic,Friday,2540
1512.txt,deictic,before Friday,2640
1513.txt,deictic,year,802
1513.txt,deictic,year,1479
1513.txt,deictic,year,2468
1513.txt,deictic,year,2836
1515.txt,deictic,year,760
1515.txt,deictic,today,1194
1517.txt,deictic,week,3650
1517.txt,deictic,Autumn,1975
1518.txt,deictic,year,259
1518.txt,deictic,year,2780
1518.txt,deictic,week,3471
1518.txt,deictic,fall,832
1519.txt,deictic,year,455
1519.txt,deictic,last week,628
1519.txt,deictic,next year,2858
1519.txt,deictic,year,3049
1519.txt,deictic,fall,429
1520.txt,deictic,week,621
1520.txt,deictic,year,2750
1520.txt,deictic,Wednesday,1136
1522.txt,deictic,week,3467
1522.txt,deictic,year,5564
1522.txt,deictic,today,6991
1523.txt,deictic,year,581
1523.txt,deictic,year,834
1524.txt,deictic,today,968
1524.txt,deictic,today,5756
1525.txt,deictic,year,247
1526.txt,deictic,year,1796
1528.txt,deictic,today,106
1528.txt,deictic,year,286
1528.txt,deictic,year,369
1529.txt,deictic,year,2994
1529.txt,deictic,last week,3523
1530.txt,deictic,year,587
1530.txt,deictic,last year,639
1532.txt,deictic,week,137
1533.txt,deictic,previous year,854
1533.txt,deictic,last year,1089
1534.txt,deictic,year,356
1534.txt,deictic,week,612
1535.txt,deictic,last October,1677
1536.txt,deictic,year,3821
1537.txt,deictic,spring,1660
1538.txt,deictic,year,228
1538.txt,deictic,last year,264
1538.txt,deictic,year,590
1538.txt,deictic,next year,1007
1539.txt,deictic,last month,995
1539.txt,deictic,week,2425
1539.txt,deictic,last month,2960
1541.txt,deictic,last week,455
1541.txt,deictic,year,1067
1541.txt,deictic,year,2720
1542.txt,deictic,week,198
1542.txt,deictic,week,658
1543.txt,deictic,year,166
1543.txt,deictic,year,282
1543.txt,deictic,year,514
1543.txt,deictic,year,1317
1543.txt,deictic,last year,2515
1543.txt,deictic,year,3410
1543.txt,deictic,last year,3496
1544.txt,deictic,year,863
1544.txt,deictic,year,4355
1545.txt,deictic,year,308
1545.txt,deictic,next year,506
1545.txt,deictic,year,1033
1545.txt,deictic,year,1299
1545.txt,deictic,year,1400
1546.txt,deictic,next year,970
1546.txt,deictic,last year,1697
1546.txt,deictic,year,2602
1546.txt,deictic,fall,2664
1548.txt,simple,23 October 2003,283
1548.txt,simple,13 January 2004,362
1548.txt,deictic,week,1518
1548.txt,deictic,year,1666
1549.txt,deictic,year,842
1549.txt,deictic,year,1390
1549.txt,deictic,next year,2349
1550.txt,deictic,year,782
1550.txt,deictic,summer,352
1550.txt,deictic,summer,2082
1552.txt,deictic,year,3850
1552.txt,deictic,year,4114
1552.txt,deictic,fall,1702
1553.txt,deictic,year,1179
1553.txt,deictic,year,1562
1553.txt,deictic,last year,2183
1554.txt,deictic,week,1591
1555.txt,deictic,previous year,854
1555.txt,deictic,last year,1089
1558.txt,deictic,year,2810
1558.txt,deictic,Last week,2911
1558.txt,deictic,next year,3196
1558.txt,deictic,Monday,3137
1558.txt,deictic,Wednesday,436
1558.txt,deictic,Wednesday,614
1559.txt,deictic,year,554
1559.txt,deictic,fall,1434
1560.txt,deictic,year,633
1560.txt,deictic,today,1161
1560.txt,deictic,next year,1597
1560.txt,deictic,today,2058
1560.txt,deictic,Thursday,326
1561.txt,deictic,year,528
1561.txt,deictic,year,992
1561.txt,deictic,year,1662
1561.txt,deictic,week,2040
1561.txt,deictic,Friday,1981
1562.txt,deictic,week,2888
1563.txt,deictic,year,782
1563.txt,deictic,summer,352
1563.txt,deictic,summer,2082
1564.txt,deictic,next year,160
1565.txt,deictic,week,242
1565.txt,deictic,Saturday,110
1566.txt,deictic,year,288
1566.txt,deictic,last year,379
1566.txt,deictic,year,618
1566.txt,deictic,Next year,1173
1566.txt,deictic,fall,406
1566.txt,deictic,spring,1412
1567.txt,deictic,year,2756
1567.txt,deictic,Tuesday,2820
1568.txt,deictic,last year,84
1568.txt,deictic,year,2289
1569.txt,deictic,year,554
1569.txt,deictic,fall,1434
1571.txt,deictic,year,149
1571.txt,deictic,year,929
1571.txt,deictic,year,2104
1571.txt,deictic,year,2544
1572.txt,deictic,year,1963
1572.txt,deictic,year,2206
1572.txt,deictic,year,3214
1572.txt,deictic,year,3668
1572.txt,deictic,summer,1854
1572.txt,deictic,autumn,2545
1574.txt,deictic,year,263
1574.txt,deictic,year,717
1574.txt,deictic,year,842
1574.txt,deictic,year,1405
1574.txt,deictic,year,2027
1574.txt,deictic,Year,2103
1574.txt,deictic,year,2107
1575.txt,deictic,week,1265
1575.txt,deictic,Tuesday,1436
1576.txt,deictic,year,633
1576.txt,deictic,today,1161
1576.txt,deictic,next year,1597
1576.txt,deictic,today,2058
1576.txt,deictic,Thursday,326
1577.txt,deictic,week,136
1577.txt,deictic,year,1331
1580.txt,deictic,year,420
1581.txt,deictic,last year,1600
1581.txt,deictic,summer,1702
1583.txt,deictic,year,2046
1584.txt,deictic,year,508
1584.txt,deictic,year,1879
1584.txt,deictic,year,2710
1584.txt,deictic,year,2775
1584.txt,deictic,year,2857
1584.txt,deictic,year,2911
1585.txt,deictic,year,3047
1587.txt,deictic,Last week,2421
1587.txt,deictic,last September,2405
1588.txt,deictic,last year,124
1588.txt,deictic,next month,2508
1590.txt,deictic,Friday,583
1590.txt,deictic,Saturday,594
1591.txt,deictic,year,815
1593.txt,deictic,last year,1576
1593.txt,deictic,week,1781
1593.txt,deictic,year,2114
1593.txt,deictic,next year,3139
1593.txt,deictic,year,3232
1593.txt,deictic,year,3815
1594.txt,deictic,next year,382
1594.txt,deictic,year,488
1594.txt,deictic,year,706
1594.txt,deictic,Sunday,165
1595.txt,deictic,year,836
1596.txt,deictic,year,773
1597.txt,deictic,year,259
1597.txt,deictic,year,2780
1597.txt,deictic,week,3471
1597.txt,deictic,fall,832
1598.txt,deictic,last year,418
1598.txt,deictic,week,817
1598.txt,deictic,last year,2929
1598.txt,deictic,year,3142
1598.txt,deictic,week,3224
1599.txt,deictic,year,1808
1599.txt,deictic,year,1852
1599.txt,deictic,year,2115
1599.txt,deictic,year,4804
1600.txt,deictic,year,174
1600.txt,deictic,year,452
1600.txt,deictic,year,859
1600.txt,deictic,year,1023
1600.txt,deictic,year,1142
1600.txt,deictic,year,1449
1600.txt,deictic,year,2646
1600.txt,deictic,Sunday,211
1601.txt,deictic,year,280
1601.txt,deictic,year,1041
1601.txt,deictic,year,1809
1603.txt,deictic,year,1824
1604.txt,deictic,today,1183
1604.txt,deictic,last month,1930
1604.txt,deictic,Monday,1811
1605.txt,deictic,year,1491
1605.txt,deictic,week,2727
1605.txt,deictic,Friday,3071
1606.txt,deictic,Year,4
1606.txt,deictic,Year,80
1606.txt,deictic,last year,407
1606.txt,deictic,Year,440
1606.txt,deictic,year,518
1606.txt,deictic,Year,688
1606.txt,deictic,winter,1644
1608.txt,deictic,fall,309
1610.txt,deictic,year,220
1610.txt,deictic,week,1363
1610.txt,deictic,last May,423
1611.txt,deictic,week,553
1611.txt,deictic,next year,1059
1611.txt,deictic,year,1418
1611.txt,deictic,Tuesday,1591
1612.txt,deictic,last year,1377
1614.txt,deictic,Next year,745
1614.txt,deictic,year,799
1614.txt,deictic,next year,2041
1614.txt,deictic,Monday,430
1615.txt,deictic,next year,1083
1616.txt,deictic,year,1659
1616.txt,deictic,year,1780
1616.txt,deictic,week,3436
1616.txt,deictic,Before July,1642
1616.txt,deictic,fall,1418
1617.txt,deictic,year,492
1617.txt,deictic,year,2323
1618.txt,deictic,fall,1438
1620.txt,simple,1 January 1985,185
1620.txt,deictic,year,19
1620.txt,deictic,week,97
1620.txt,deictic,year,234
1620.txt,deictic,year,555
1620.txt,deictic,year,1522
1622.txt,deictic,year,434
1622.txt,deictic,year,2065
1622.txt,deictic,next month,2321
1622.txt,deictic,year,2510
1622.txt,deictic,spring,464
1624.txt,deictic,next year,581
1625.txt,deictic,Last year,1899
1625.txt,deictic,year,4700
1625.txt,deictic,fall,209
1626.txt,deictic,week,205
1626.txt,deictic,week,861
1627.txt,deictic,year,758
1627.txt,deictic,year,1249
1627.txt,deictic,previous year,1828
1627.txt,deictic,Before December,509
1630.txt,deictic,Day,1941
1631.txt,deictic,week,116
1631.txt,deictic,year,446
1631.txt,deictic,week,1090
1633.txt,deictic,last month,126
1634.txt,deictic,year,3810
1635.txt,deictic,year,210
1635.txt,deictic,last week,519
1635.txt,deictic,year,968
1635.txt,deictic,year,1066
1635.txt,deictic,week,1264
1635.txt,deictic,year,1453
1635.txt,deictic,year,1672
1636.txt,deictic,next year,2108
1640.txt,deictic,Tomorrow,284
1640.txt,deictic,last year,1091
1640.txt,deictic,Monday,226
1640.txt,deictic,Monday,340
1641.txt,deictic,year,362
1642.txt,deictic,year,635
1642.txt,deictic,year,1280
1644.txt,deictic,year,82
1644.txt,deictic,year,1218
1646.txt,deictic,last year,124
1646.txt,deictic,next month,2508
1647.txt,deictic,week,989
1647.txt,deictic,year,2059
1647.txt,deictic,Last year,2235
1648.txt,deictic,year,1069
1648.txt,deictic,year,2065
1649.txt,simple,1 January 1985,185
1649.txt,deictic,year,19
1649.txt,deictic,week,97
1649.txt,deictic,year,234
1649.txt,deictic,year,555
1649.txt,deictic,year,1522
1650.txt,deictic,year,1298
1650.txt,deictic,year,2914
1651.txt,deictic,last year,1709
1651.txt,deictic,fall,684
1651.txt,deictic,fall,1624
1652.txt,deictic,next day,4643
1652.txt,deictic,year,7435
1652.txt,deictic,fall,2638
1652.txt,deictic,fall,2666
1652.txt,deictic,fall,3823
1652.txt,deictic,fall,4791
1655.txt,deictic,last week,570
1655.txt,deictic,today,1155
1655.txt,deictic,year,1344
1655.txt,deictic,year,4863
1655.txt,deictic,year,4895
1655.txt,deictic,fall,3781
1656.txt,deictic,year,740
1656.txt,deictic,week,2061
1656.txt,deictic,year,2630
1659.txt,deictic,year,38
1659.txt,deictic,year,541
1659.txt,deictic,year,1833
1660.txt,deictic,year,82
1660.txt,deictic,year,1218
1661.txt,deictic,last week,934
1661.txt,deictic,fall,1558
1662.txt,deictic,Last week,1763
1662.txt,deictic,Sunday,513
1663.txt,deictic,week,882
1663.txt,deictic,week,928
1666.txt,deictic,year,29
1666.txt,deictic,year,685
1666.txt,deictic,last year,1332
1666.txt,deictic,year,1350
1666.txt,deictic,year,3456
1667.txt,deictic,week,852
1667.txt,deictic,fall,389
1667.txt,deictic,summer,653
1667.txt,deictic,summer,1483
1671.txt,deictic,Year,111
1671.txt,deictic,year,310
1671.txt,deictic,year,1175
1672.txt,deictic,year,281
1672.txt,deictic,year,671
1672.txt,deictic,year,697
1672.txt,deictic,year,1117
1672.txt,deictic,next year,3009
1672.txt,deictic,previous year,3115
1672.txt,deictic,fall,1658
1674.txt,deictic,year,1164
1675.txt,deictic,today,1272
1676.txt,deictic,last year,725
1676.txt,deictic,year,1809
1676.txt,deictic,year,2131
1676.txt,deictic,year,2695
1678.txt,deictic,Last year,1097
1678.txt,deictic,year,1188
1678.txt,deictic,year,1900
1678.txt,deictic,year,3089
1679.txt,deictic,week,539
1679.txt,deictic,Today,758
1680.txt,deictic,year,2072
1681.txt,deictic,next year,249
1681.txt,deictic,year,481
1681.txt,deictic,year,1110
1681.txt,deictic,year,1598
1681.txt,deictic,year,2149
1681.txt,deictic,next year,2492
1681.txt,deictic,year,2926
1681.txt,deictic,summer,3500
1681.txt,deictic,Tuesday,1690
1681.txt,deictic,Wednesday,391
1682.txt,deictic,yesterday,269
1683.txt,deictic,last year,267
1684.txt,deictic,week,134
1684.txt,deictic,week,405
1684.txt,deictic,last week,571
1684.txt,deictic,next week,672
1684.txt,deictic,last week,764
1684.txt,deictic,week,1049
1684.txt,deictic,week,1271
1684.txt,deictic,year,1630
1684.txt,deictic,last week,2018
1685.txt,deictic,week,1584
1687.txt,deictic,year,1334
1687.txt,deictic,year,1725
1688.txt,deictic,year,545
1688.txt,deictic,week,1205
1688.txt,deictic,week,1359
1689.txt,deictic,week,258
1689.txt,deictic,year,1319
1691.txt,deictic,year,2085
1692.txt,deictic,week,113
1692.txt,deictic,year,1816
1693.txt,deictic,year,587
1693.txt,deictic,last year,639
1695.txt,deictic,year,244
1695.txt,deictic,next year,912
1695.txt,deictic,year,988
1695.txt,deictic,year,1262
1695.txt,deictic,Monday,272
1696.txt,deictic,year,1720
1696.txt,deictic,year,1999
1696.txt,deictic,year,2131
1696.txt,deictic,year,2359
1696.txt,deictic,year,2397
1698.txt,deictic,year,557
1698.txt,deictic,year,2616
1698.txt,deictic,year,3523
1698.txt,deictic,Tuesday,3062
1699.txt,deictic,Last year,2358
1700.txt,deictic,fall,185
1701.txt,deictic,next year,581
1702.txt,deictic,year,2222
1703.txt,deictic,next month,95
1705.txt,deictic,year,176
1705.txt,deictic,last month,565
1705.txt,deictic,year,1545
1705.txt,deictic,Thursday,97
1705.txt,deictic,Thursday,664
1706.txt,deictic,year,888
1707.txt,deictic,year,1506
1710.txt,deictic,year,3688
1710.txt,deictic,summer,1947
1712.txt,deictic,year,236
1712.txt,deictic,tomorrow,1126
1713.txt,deictic,next week,1765
1713.txt,deictic,Monday,215
1714.txt,deictic,last month,1461
1714.txt,deictic,year,2014
1714.txt,deictic,summer,454
1714.txt,deictic,fall,2049
1715.txt,deictic,today,893
1716.txt,deictic,year,780
1717.txt,deictic,year,4
1718.txt,deictic,year,2228
1718.txt,deictic,today,3450
1718.txt,deictic,tomorrow,3490
1718.txt,deictic,last year,4877
1719.txt,deictic,year,885
1720.txt,deictic,year,434
1720.txt,deictic,year,2065
1720.txt,deictic,next month,2321
1720.txt,deictic,year,2510
1720.txt,deictic,spring,464
1721.txt,deictic,last year,497
1721.txt,deictic,Last year,2060
1721.txt,deictic,year,2300
1722.txt,deictic,today,106
1722.txt,deictic,year,286
1722.txt,deictic,year,369
1723.txt,deictic,summer,933
1724.txt,deictic,year,895
1724.txt,deictic,year,938
1725.txt,deictic,Last week,618
1725.txt,deictic,week,3601
1726.txt,deictic,year,2600
1726.txt,deictic,year,2817
1726.txt,deictic,fall,1758
1729.txt,deictic,year,764
1729.txt,deictic,year,1255
1729.txt,deictic,previous year,1834
1729.txt,deictic,Before December,515
1730.txt,deictic,Sunday,510
1731.txt,deictic,Last week,779
1731.txt,deictic,Year,1630
1731.txt,deictic,Sunday,1666
1734.txt,deictic,last year,186
1734.txt,deictic,year,921
1734.txt,deictic,year,2732
1734.txt,deictic,last year,3139
1734.txt,deictic,year,3622
1735.txt,deictic,year,291
1735.txt,deictic,last year,382
1735.txt,deictic,year,621
1735.txt,deictic,Next year,1176
1735.txt,deictic,fall,409
1735.txt,deictic,spring,1415
1736.txt,deictic,year,659
1736.txt,deictic,week,2349
1736.txt,deictic,Sunday,1043
1737.txt,deictic,year,863
1738.txt,deictic,year,1963
1738.txt,deictic,year,2206
1738.txt,deictic,year,3214
1738.txt,deictic,year,3668
1738.txt,deictic,summer,1854
1738.txt,deictic,autumn,2545
1739.txt,deictic,year,120
1739.txt,deictic,last week,1679
1739.txt,deictic,year,1854
1740.txt,deictic,year,279
1740.txt,deictic,Year,336
1740.txt,deictic,year,660
1740.txt,deictic,year,696
1740.txt,deictic,week,1289
1741.txt,deictic,year,2072
1742.txt,deictic,year,512
1742.txt,deictic,next year,1459
1742.txt,deictic,week,2533
1743.txt,deictic,year,4514
1744.txt,deictic,year,1427
1744.txt,deictic,year,1976
1744.txt,deictic,last year,2305
1744.txt,deictic,Last year,2459
1744.txt,deictic,year,2756
1745.txt,deictic,year,204
1749.txt,deictic,year,1823
1750.txt,deictic,year,53
1750.txt,deictic,year,3498
1751.txt,deictic,week,957
1751.txt,deictic,year,1684
1752.txt,deictic,week,1134
1753.txt,deictic,next week,409
1753.txt,deictic,next year,4287
1754.txt,deictic,year,318
1754.txt,deictic,year,352
1754.txt,deictic,year,3403
1754.txt,deictic,year,3470
1756.txt,deictic,year,210
1756.txt,deictic,last week,519
1756.txt,deictic,year,968
1756.txt,deictic,year,1066
1756.txt,deictic,week,1264
1756.txt,deictic,year,1453
1756.txt,deictic,year,1672
1757.txt,deictic,week,1561
1757.txt,deictic,year,1986
1757.txt,deictic,year,2262
1758.txt,deictic,today,62
1758.txt,deictic,year,78
1758.txt,deictic,today,507
1758.txt,deictic,year,548
1758.txt,deictic,today,573
1758.txt,deictic,year,3116
1759.txt,deictic,year,660
1759.txt,deictic,week,1499
1761.txt,deictic,last year,1289
1762.txt,deictic,last year,186
1762.txt,deictic,year,921
1762.txt,deictic,year,2732
1762.txt,deictic,last year,3140
1762.txt,deictic,year,3623
1763.txt,deictic,fall,2325
1763.txt,deictic,summer,3617
1764.txt,deictic,Last month,1122
1765.txt,deictic,Day,287
1765.txt,deictic,Day,780
1765.txt,deictic,Day,1115
1765.txt,deictic,tomorrow,3356
1765.txt,deictic,Tuesday,751
1766.txt,deictic,last year,949
1767.txt,deictic,year,1155
1768.txt,deictic,year,119
1769.txt,deictic,year,1720
1769.txt,deictic,year,1999
1769.txt,deictic,year,2131
1769.txt,deictic,year,2359
1769.txt,deictic,year,2397
1770.txt,deictic,year,128
1770.txt,deictic,year,542
1773.txt,deictic,week,122
1773.txt,deictic,autumn,1180
1774.txt,deictic,last year,182
1774.txt,deictic,last year,569
1774.txt,deictic,year,587
1774.txt,deictic,year,958
1774.txt,deictic,Tuesday,564
1776.txt,deictic,year,1374
1776.txt,deictic,Week,1674
1776.txt,deictic,Year,1707
1777.txt,deictic,week,1250
1777.txt,deictic,Tuesday,2241
1778.txt,deictic,week,221
1778.txt,deictic,today,968
1779.txt,deictic,year,1506
1780.txt,deictic,next year,249
1780.txt,deictic,year,481
1780.txt,deictic,year,1110
1780.txt,deictic,year,1598
1780.txt,deictic,year,2149
1780.txt,deictic,next year,2492
1780.txt,deictic,year,2926
1780.txt,deictic,summer,3500
1780.txt,deictic,Tuesday,1690
1780.txt,deictic,Wednesday,391
1781.txt,deictic,week,1916
1781.txt,deictic,year,3221
